doy,airtemp,humidity,rainfall
1,23.6,0.27659500000000004,0.0
2,23.706,0.27036,0.0
3,23.909,0.263525,0.0
4,23.9515,0.265795,0.0
5,24.128,0.265945,0.0
6,24.185499999999998,0.263635,0.0
7,24.4955,0.2826,0.0
8,24.648000000000003,0.283435,0.0
9,24.503,0.25666500000000003,0.0
10,24.692,0.25487000000000004,0.0
11,24.619,0.24174500000000002,0.0
12,24.457,0.24491999999999997,0.0
13,24.305500000000002,0.236275,0.0
14,24.354,0.22676,0.0
15,24.7425,0.23170499999999997,0.0
16,25.2225,0.224575,0.001
17,25.407,0.23133000000000004,0.306
18,25.420499999999997,0.25908499999999995,0.662
19,25.552,0.2513,0.0445
20,25.531,0.24700499999999997,0.0965
21,25.574,0.2459,0.0025
22,25.6195,0.227125,0.0035000000000000005
23,25.5595,0.20800000000000002,0.0
24,25.831,0.20466499999999999,0.0
25,26.269,0.21023500000000003,0.0
26,26.407,0.207575,0.0015
27,26.606,0.2042,0.0025
28,26.463,0.2241,0.0605
29,26.704500000000003,0.22175999999999998,0.048
30,26.918,0.206345,0.059
31,26.786,0.208245,0.032
32,27.095999999999997,0.21716000000000002,0.026500000000000003
33,27.398000000000003,0.22855,0.0645
34,27.752,0.21450499999999997,0.024
35,27.670499999999997,0.202525,0.005
36,27.7,0.19316499999999998,0.0
37,27.71,0.18807,0.0
38,27.7055,0.19128,0.0
39,27.74,0.174145,0.0
40,27.817500000000003,0.16796500000000003,0.0
41,28.177,0.18395,0.039
42,28.174500000000002,0.21337,0.0625
43,28.223000000000003,0.20836,0.183
44,28.029000000000003,0.20536,0.2415
45,28.107999999999997,0.209085,0.118
46,28.183,0.213155,0.1265
47,28.679000000000002,0.21499500000000002,0.23700000000000002
48,28.933,0.21930500000000003,0.030000000000000006
49,29.2435,0.21969000000000002,0.5055
50,29.5665,0.26691000000000004,0.183
51,29.889499999999998,0.28487,0.733
52,29.630000000000003,0.27595,0.41950000000000004
53,29.8245,0.23839499999999997,0.006500000000000001
54,29.866500000000002,0.212715,0.0465
55,29.707,0.219775,0.2355
56,29.934500000000003,0.22921500000000003,0.271
57,30.083,0.28103,0.1825
58,30.4455,0.26273,0.142
59,30.246499999999997,0.23812,0.11599999999999999
60,30.279000000000003,0.25636000000000003,0.2395
